Temperature Anomoly,Year
-3.79,-80729.6
-3.58,-80771.38
-2.77,-80813.31
-3.48,-80854.43
-3.74,-80896.16
-3.73,-80939.4
-3.14,-80982.31
-3.95,-81024.44
-2.49,-81066.03
-3.52,-81107.29
-2.48,-81148.01
-2.65,-81187.17
-2.76,-81226.39
-2.83,-81265.91
-2.47,-81305.28
-2.3,-81344.13
-3.68,-81382.76
-3.41,-81424.83
-3.56,-81467.36
-4.04,-81510.43
-2.84,-81553.44
-4.09,-81594.89
-3.63,-81639.32
-3.37,-81682.2
-3.71,-81724.68
-2.56,-81766.28
-2.51,-81806.46
-4.69,-81846.14
-3.39,-81892.59
-3.93,-81935.1
-3.44,-81978.76
-2.41,-82020.3
-4.08,-82061.68
-3.36,-82103.99
-4.17,-82147.09
-3.28,-82191.94
-4.89,-82234.4
-3.81,-82281.46
-4.25,-82326.48
-4.45,-82372.04
-3.46,-82417.27
-3.58,-82461.01
-4.3,-82504.52
-3.84,-82549.51
-4.07,-82593.97
-3.59,-82638.88
-3.3,-82681.81
-3.88,-82724.46
-4.32,-82768.63
-5.0,-82815.08
-4.24,-82862.61
-3.25,-82908.24
-5.35,-82952.82
-4.62,-83001.34
-4.32,-83049.28
-4.64,-83095.87
-4.87,-83143.45
-4.26,-83192.02
-2.64,-83237.62
-4.84,-83279.18
-4.67,-83325.85
-4.49,-83373.7
-4.64,-83421.13
-5.23,-83469.4
-4.0,-83517.76
-5.05,-83565.35
-4.97,-83613.7
-4.99,-83663.15
-4.49,-83711.99
-4.76,-83760.04
-5.43,-83808.88
-5.33,-83859.58
-5.27,-83910.64
-5.25,-83961.49
-4.57,-84011.51
-4.77,-84060.16
-5.02,-84108.78
-4.39,-84157.56
-5.86,-84206.61
-5.23,-84258.29
-5.3,-84309.86
-5.33,-84360.98
-4.98,-84411.87
-5.81,-84462.92
-5.68,-84515.54
-5.99,-84569.18
-6.25,-84623.83
-6.32,-84679.75
-4.75,-84735.53
-6.09,-84785.4
-5.79,-84840.24
-6.07,-84894.16
-5.32,-84948.84
-6.53,-85001.92
-5.67,-85057.78
-6.61,-85113.12
-7.17,-85170.96
-7.6,-85232.13
-7.53,-85296.05
-6.57,-85359.76
-5.49,-85418.07
-6.65,-85473.1
-6.99,-85530.84
-6.46,-85591.26
-6.84,-85649.33
-5.57,-85707.58
-7.44,-85764.2
-5.85,-85823.63
-6.97,-85880.63
-6.52,-85940.56
-6.04,-85998.52
-5.8,-86054.3
-5.75,-86108.91
-6.59,-86164.14
-6.52,-86221.78
-5.94,-86279.79
-6.88,-86335.91
-5.81,-86395.53
-6.42,-86451.2
-7.01,-86509.3
-5.69,-86568.37
-6.15,-86624.45
-6.27,-86680.63
-5.69,-86737.61
-5.26,-86791.86
-5.61,-86844.09
-5.1,-86897.46
-5.53,-86949.35
-5.1,-87002.11
-6.44,-87055.1
-6.29,-87111.89
-5.64,-87168.81
-6.09,-87224.12
-6.16,-87280.18
-4.67,-87336.44
-4.89,-87386.43
-5.12,-87436.87
-4.84,-87488.34
-5.05,-87538.66
-5.25,-87589.94
-6.23,-87642.45
-6.11,-87699.56
-4.76,-87755.06
-5.17,-87806.82
-5.22,-87858.44
-5.52,-87910.99
-4.7,-87963.45
-3.89,-88013.23
-5.01,-88061.55
-5.39,-88111.99
-5.46,-88164.85
-5.4,-88218.27
-5.46,-88271.69
-3.98,-88323.65
-6.37,-88374.04
-5.86,-88429.63
-5.32,-88485.59
-4.91,-88538.73
-6.77,-88589.84
-6.59,-88650.48
-6.38,-88710.24
-6.21,-88768.98
-5.92,-88826.7
-5.64,-88883.03
-4.88,-88937.8
-5.16,-88988.97
-5.67,-89041.42
-5.71,-89096.39
-5.16,-89151.14
-6.6,-89205.5
-5.76,-89263.17
-6.34,-89320.36
-5.87,-89378.02
-5.82,-89434.62
-6.73,-89490.72
-4.22,-89549.66
-4.95,-89600.4
-5.59,-89651.99
-6.04,-89706.78
-6.19,-89763.76
-5.27,-89820.63
-5.68,-89875.31
-5.61,-89930.25
-4.9,-89985.07
-5.3,-90036.99
-5.35,-90090.4
-5.33,-90144.17
-5.76,-90198.18
-5.85,-90253.96
-5.63,-90310.07
-5.27,-90365.21
-4.13,-90417.78
-5.19,-90468.29
-5.63,-90520.66
-4.87,-90574.79
-5.09,-90627.31
-4.21,-90679.06
-5.9,-90729.45
-4.69,-90784.47
-4.91,-90835.87
-4.88,-90887.64
-4.8,-90939.34
-5.37,-90990.72
-6.05,-91045.19
-4.6,-91101.45
-5.32,-91153.82
-5.16,-91206.98
-5.59,-91260.86
-4.38,-91314.34
-4.23,-91365.04
-4.57,-91414.4
-4.47,-91464.25
-4.78,-91514.64
-5.92,-91567.03
-5.05,-91622.01
-4.88,-91675.57
-3.53,-91726.42
-5.54,-91775.17
-4.73,-91827.86
-4.44,-91879.61
-4.78,-91929.97
-4.85,-91981.34
-4.67,-92033.11
-4.34,-92084.1
-4.39,-92133.75
-4.14,-92183.33
-4.22,-92232.09
-5.61,-92281.8
-3.99,-92336.36
-4.6,-92385.0
-5.41,-92435.83
-4.24,-92490.42
-4.93,-92539.67
-4.95,-92592.12
-5.05,-92644.75
-6.12,-92698.56
-4.68,-92755.11
-3.94,-92807.12
-2.73,-92854.57
-3.02,-92898.69
-4.17,-92942.68
-3.41,-92991.2
-3.63,-93036.93
-4.42,-93083.77
-4.14,-93133.44
-4.11,-93182.43
-4.82,-93231.6
-5.38,-93283.57
-4.94,-93338.26
-5.03,-93391.08
-5.33,-93444.45
-4.98,-93498.86
-4.92,-93552.1
-5.36,-93605.35
-4.54,-93658.96
-5.02,-93711.34
-5.26,-93764.35
-4.22,-93817.38
-4.96,-93868.85
-5.3,-93921.43
-3.23,-93973.68
-4.78,-94022.27
-5.86,-94073.93
-4.14,-94129.34
-4.8,-94180.17
-4.32,-94231.8
-3.73,-94281.77
-4.6,-94329.99
-5.23,-94381.2
-4.87,-94435.31
-3.69,-94488.05
-5.84,-94535.79
-5.15,-94593.02
-4.73,-94647.23
-3.82,-94698.96
-5.46,-94748.75
-4.29,-94802.36
-4.8,-94854.03
-4.24,-94905.49
-4.72,-94956.44
-4.7,-95008.09
-5.71,-95061.4
-3.56,-95114.92
-5.11,-95165.91
-4.22,-95217.23
-4.32,-95268.23
-4.22,-95318.36
-4.37,-95368.54
-4.17,-95418.76
-5.05,-95469.64
-4.83,-95522.44
-3.84,-95574.65
-5.46,-95625.18
-4.73,-95679.36
-4.86,-95732.42
-3.41,-95785.06
-4.2,-95832.53
-4.8,-95882.45
-5.13,-95935.14
-5.03,-95989.62
-4.78,-96043.61
-3.82,-96095.95
-4.46,-96145.2
-4.16,-96195.99
-5.44,-96246.92
-3.68,-96300.82
-5.35,-96351.64
-4.63,-96405.28
-4.59,-96458.24
-3.73,-96509.35
-4.64,-96559.38
-3.68,-96609.54
-4.82,-96659.75
-5.33,-96712.33
-5.15,-96767.48
-4.54,-96822.07
-5.3,-96875.32
-4.47,-96929.88
-5.66,-96982.62
-4.32,-97039.8
-4.7,-97090.95
-4.67,-97143.7
-5.87,-97197.21
-5.59,-97255.23
-5.16,-97312.59
-4.71,-97367.88
-5.28,-97422.0
-5.06,-97477.17
-4.7,-97531.99
-4.2,-97585.03
-5.21,-97635.96
-4.2,-97691.21
-4.17,-97742.05
-4.58,-97792.69
-4.53,-97845.04
-5.61,-97898.13
-4.3,-97953.93
-5.03,-98007.25
-4.32,-98060.47
-4.07,-98112.33
-4.88,-98163.72
-4.33,-98216.27
-3.89,-98267.86
-4.75,-98318.68
-4.48,-98370.96
-4.76,-98423.78
-3.79,-98476.31
-4.67,-98526.82
-4.02,-98578.82
-5.0,-98629.99
-4.57,-98684.16
-4.45,-98737.1
-4.3,-98789.34
-4.29,-98840.88
-3.92,-98892.23
-5.13,-98942.51
-4.92,-98997.75
-5.16,-99052.85
-4.9,-99108.33
-4.24,-99162.52
-4.37,-99214.82
-3.79,-99266.02
-3.54,-99315.68
-4.04,-99364.72
-2.79,-99413.11
-3.45,-99460.18
-4.51,-99508.38
-3.88,-99559.27
-4.84,-99610.92
-4.47,-99663.92
-4.69,-99717.35
-4.09,-99770.31
-4.64,-99822.44
-4.34,-99875.28
-4.34,-99927.75
-4.26,-99979.93
-5.02,-100032.19
-4.59,-100087.54
-4.41,-100141.1
-4.24,-100193.74
-4.9,-100246.11
-6.18,-100302.17
-4.74,-100361.62
-4.84,-100417.9
-5.13,-100473.12
-4.87,-100529.28
-4.77,-100584.71
-5.45,-100639.64
-4.32,-100697.18
-5.51,-100751.69
-5.58,-100809.58
-5.54,-100868.78
-5.24,-100927.74
-4.8,-100985.4
-5.95,-101041.0
-5.74,-101102.15
-6.22,-101163.35
-5.29,-101225.19
-6.97,-101284.47
-6.74,-101351.87
-6.26,-101418.19
-7.35,-101482.9
-6.98,-101552.79
-6.45,-101620.94
-7.29,-101686.65
-5.83,-101755.47
-6.89,-101819.62
-5.69,-101886.12
-6.25,-101947.55
-5.72,-102010.65
-5.67,-102072.25
-6.78,-102133.48
-6.16,-102200.07
-4.57,-102262.47
-5.64,-102320.33
-5.94,-102380.17
-5.48,-102442.41
-5.47,-102502.53
-5.29,-102562.29
-5.75,-102621.97
-5.25,-102682.95
-4.59,-102741.82
-4.9,-102797.61
-4.88,-102854.4
-4.64,-102911.11
-5.15,-102967.66
-4.98,-103025.42
-4.02,-103082.73
-4.85,-103135.95
-5.49,-103193.07
-5.6,-103253.51
-4.87,-103313.83
-4.79,-103371.85
-5.18,-103429.05
-4.89,-103487.81
-4.64,-103545.12
-4.75,-103601.52
-4.9,-103658.38
-5.16,-103716.17
-5.26,-103775.1
-5.13,-103834.72
-5.27,-103893.87
-3.54,-103952.02
-4.48,-104005.56
-4.82,-104060.62
-4.11,-104116.94
-4.51,-104172.0
-4.6,-104227.62
-3.94,-104283.79
-3.94,-104337.17
-4.16,-104390.39
-3.68,-104444.38
-3.94,-104496.75
-3.33,-104549.35
-3.59,-104600.42
-3.01,-104651.29
-3.72,-104701.42
-4.15,-104753.57
-5.17,-104808.92
-4.83,-104867.56
-4.63,-104926.1
-4.03,-104983.3
-4.82,-105037.75
-4.29,-105095.9
-5.0,-105152.59
-5.32,-105211.89
-5.06,-105272.79
-4.87,-105333.07
-5.83,-105392.59
-5.03,-105456.15
-5.52,-105517.73
-4.91,-105579.85
-5.58,-105639.96
-5.63,-105703.49
-5.54,-105767.31
-6.25,-105831.28
-6.23,-105898.86
-6.39,-105967.02
-6.46,-106035.94
-6.38,-106105.51
-6.52,-106174.94
-6.81,-106245.23
-6.89,-106317.46
-7.51,-106390.46
-6.36,-106466.49
-6.97,-106537.42
-6.53,-106610.74
-6.88,-106682.37
-6.36,-106755.04
-7.19,-106826.27
-6.43,-106900.75
-6.46,-106972.13
-7.74,-107043.6
-6.31,-107121.79
-5.81,-107193.21
-6.25,-107260.99
-6.08,-107330.35
-5.39,-107398.84
-7.04,-107466.03
-5.81,-107539.7
-5.62,-107607.15
-5.58,-107673.76
-5.61,-107740.1
-5.41,-107806.42
-5.01,-107871.6
-6.62,-107935.32
-5.67,-108007.47
-4.25,-108074.51
-5.35,-108134.96
-6.42,-108201.15
-5.62,-108271.89
-5.58,-108340.06
-4.47,-108406.04
-5.12,-108468.55
-5.27,-108532.43
-5.26,-108597.87
-5.57,-108663.82
-5.41,-108731.0
-4.78,-108797.35
-5.29,-108861.37
-4.8,-108926.5
-4.93,-108990.18
-5.45,-109054.83
-5.0,-109121.29
-4.96,-109186.48
-4.12,-109250.33
-5.73,-109312.68
-5.77,-109380.42
-4.69,-109449.52
-5.41,-109514.65
-5.19,-109581.57
-4.44,-109647.73
-5.43,-109711.58
-5.47,-109778.75
-5.25,-109847.26
-5.18,-109914.7
-4.83,-109981.6
-5.38,-110047.09
-5.62,-110115.5
-4.48,-110185.06
-4.6,-110248.58
-5.14,-110313.04
-5.63,-110380.09
-4.6,-110449.56
-4.15,-110514.12
-5.07,-110576.88
-4.02,-110642.34
-3.82,-110703.52
-4.36,-110764.3
-4.77,-110827.16
-4.64,-110892.52
-4.49,-110957.49
-4.09,-111021.49
-4.1,-111083.82
-5.08,-111146.52
-3.21,-111211.87
-3.64,-111271.7
-3.98,-111331.09
-3.53,-111392.42
-4.35,-111452.59
-4.62,-111516.18
-3.73,-111581.17
-3.42,-111642.12
-4.69,-111702.36
-3.26,-111765.96
-3.06,-111825.62
-2.82,-111882.83
-3.18,-111938.92
-3.03,-111996.72
-2.83,-112053.81
-2.87,-112110.24
-2.01,-112165.63
-3.14,-112219.93
-2.96,-112276.59
-3.08,-112333.93
-2.55,-112391.7
-2.02,-112447.95
-3.09,-112502.09
-3.31,-112559.46
-3.27,-112618.58
-2.69,-112677.45
-2.42,-112734.11
-1.63,-112790.44
-1.84,-112841.62
-2.49,-112893.84
-2.85,-112949.21
-2.17,-113005.52
-2.45,-113060.42
-0.96,-113113.61
-2.16,-113165.29
-1.92,-113218.84
-2.18,-113272.67
-1.21,-113325.7
-2.6,-113377.01
-2.12,-113432.15
-2.36,-113486.44
-2.23,-113541.7
-2.07,-113596.22
-1.62,-113649.25
-2.28,-113701.87
-2.6,-113756.75
-1.63,-113812.14
-1.42,-113865.0
-2.61,-113917.57
-1.71,-113972.37
-1.63,-114025.71
-2.56,-114078.55
-1.42,-114134.56
-1.73,-114186.18
-3.03,-114239.19
-1.55,-114297.53
-0.81,-114350.1
-1.21,-114399.66
-1.01,-114449.64
-1.24,-114499.59
-1.02,-114549.92
-1.6,-114600.34
-1.48,-114652.26
-1.19,-114704.08
-0.56,-114754.37
-1.32,-114803.57
-1.71,-114854.58
-0.3,-114905.94
-0.79,-114954.74
-0.43,-115002.86
-0.99,-115051.11
-1.56,-115101.11
0.04,-115151.81
-0.56,-115199.32
-0.5,-115246.91
-0.56,-115294.86
-0.32,-115342.91
0.34,-115390.07
-0.7,-115434.73
-0.76,-115483.48
-0.2,-115532.46
-0.39,-115579.6
-0.37,-115627.12
0.39,-115674.01
-0.5,-115719.98
-0.51,-115767.28
0.4,-115814.53
-0.41,-115860.91
0.09,-115907.32
-0.87,-115954.65
-0.65,-116003.56
1.38,-116050.96
0.73,-116093.83
1.14,-116136.67
0.05,-116178.98
-0.9,-116225.21
0.22,-116273.74
-0.32,-116320.79
-0.7,-116368.5
0.43,-116416.38
0.5,-116462.23
0.7,-116506.47
-0.49,-116551.37
0.16,-116598.55
-0.09,-116645.22
-0.35,-116692.57
-0.07,-116740.68
0.75,-116787.72
-0.19,-116831.74
0.29,-116878.58
0.41,-116924.35
1.33,-116968.47
0.16,-117012.13
1.6,-117055.29
0.56,-117097.93
0.61,-117141.66
0.32,-117186.02
0.19,-117231.62
0.72,-117277.3
0.28,-117322.07
0.3,-117367.42
0.87,-117412.53
-0.33,-117457.94
0.12,-117504.74
1.29,-117550.77
0.67,-117593.95
1.37,-117637.95
0.28,-117680.09
0.89,-117724.9
1.25,-117768.52
2.11,-117809.96
0.76,-117850.93
0.66,-117893.87
1.13,-117938.32
0.47,-117981.27
0.11,-118026.59
0.84,-118072.5
1.13,-118116.74
0.59,-118160.39
1.98,-118203.26
0.59,-118244.86
1.9,-118289.05
1.54,-118329.06
1.25,-118370.28
1.47,-118412.01
0.79,-118454.43
1.14,-118497.67
1.38,-118540.67
0.99,-118582.73
0.71,-118626.27
0.96,-118670.39
1.28,-118713.88
1.02,-118756.86
1.12,-118799.88
1.85,-118842.68
1.31,-118883.26
1.59,-118925.08
1.42,-118966.69
1.58,-119008.16
1.87,-119049.33
2.5,-119089.66
1.15,-119128.41
1.08,-119170.54
2.49,-119212.06
1.22,-119252.79
1.39,-119294.21
1.38,-119336.38
1.55,-119378.4
1.37,-119420.21
1.55,-119462.01
2.33,-119502.93
1.87,-119542.39
2.88,-119582.03
1.68,-119620.36
0.98,-119660.92
2.23,-119702.68
2.36,-119742.89
1.67,-119781.73
1.52,-119822.66
1.69,-119864.02
2.14,-119904.79
1.46,-119945.0
0.47,-119986.65
1.24,-120032.32
1.5,-120075.35
1.09,-120117.89
1.71,-120160.19
1.23,-120202.42
1.8,-120244.82
2.06,-120287.1
2.31,-120326.7
1.72,-120366.39
2.71,-120405.65
2.18,-120444.68
1.28,-120485.44
1.66,-120527.89
1.99,-120569.14
1.73,-120609.87
1.78,-120650.6
2.06,-120691.44
2.21,-120731.26
2.06,-120770.76
1.65,-120810.91
2.53,-120851.0
2.71,-120889.93
2.34,-120927.69
1.07,-120967.64
2.44,-121008.3
2.09,-121048.59
2.14,-121088.05
1.65,-121127.97
2.32,-121168.27
0.52,-121209.97
2.45,-121252.02
2.37,-121292.46
1.74,-121331.46
1.29,-121372.69
2.55,-121413.62
1.09,-121454.65
2.2,-121496.17
1.48,-121536.35
3.01,-121577.1
1.48,-121616.48
1.3,-121657.06
2.39,-121698.86
2.73,-121738.49
2.3,-121776.31
2.32,-121814.95
1.52,-121854.79
3.12,-121895.08
2.31,-121932.34
2.04,-121971.38
2.47,-122010.61
1.62,-122050.24
0.83,-122091.36
2.51,-122135.54
2.46,-122174.33
2.33,-122212.85
3.77,-122250.23
2.5,-122285.39
2.96,-122323.03
3.66,-122359.36
1.93,-122395.41
2.48,-122434.84
2.11,-122473.69
2.92,-122512.1
1.39,-122551.2
1.54,-122592.38
0.84,-122634.57
1.85,-122678.41
2.13,-122719.56
0.87,-122760.93
0.6,-122804.38
1.71,-122849.05
2.1,-122891.17
2.73,-122930.67
1.57,-122969.81
2.23,-123009.57
1.11,-123050.62
0.81,-123093.48
2.05,-123138.23
0.92,-123179.01
1.27,-123222.35
2.01,-123264.9
1.74,-123306.18
1.44,-123347.26
0.96,-123389.46
1.9,-123433.32
1.68,-123474.47
2.03,-123515.25
1.99,-123555.55
1.14,-123595.83
1.27,-123638.8
1.33,-123681.79
1.5,-123724.44
1.08,-123767.17
1.62,-123809.85
0.59,-123853.1
0.21,-123898.23
2.09,-123944.48
1.39,-123985.34
1.08,-124027.98
1.11,-124071.5
2.28,-124113.77
0.79,-124155.76
2.14,-124198.1
0.84,-124238.9
0.91,-124283.47
2.06,-124326.93
2.06,-124367.73
0.43,-124409.44
1.11,-124453.33
0.33,-124498.19
0.49,-124544.47
1.33,-124590.62
1.16,-124633.49
1.77,-124676.23
1.91,-124717.51
1.5,-124758.47
2.39,-124799.21
2.6,-124838.54
2.14,-124876.68
2.29,-124915.56
3.21,-124953.68
2.53,-124990.33
3.18,-125027.69
2.14,-125065.08
2.79,-125102.56
3.2,-125140.17
2.65,-125176.25
1.9,-125214.15
2.16,-125253.22
2.25,-125292.68
2.61,-125331.38
2.86,-125368.88
1.66,-125407.12
1.89,-125446.72
2.08,-125487.05
2.98,-125525.67
3.33,-125562.26
2.44,-125598.32
2.77,-125635.74
2.95,-125672.48
2.04,-125709.96
2.95,-125747.8
3.59,-125784.85
3.25,-125823.32
2.81,-125860.37
4.4,-125895.65
3.36,-125928.51
3.93,-125962.61
4.32,-125996.63
4.43,-126029.1
3.36,-126062.79
3.97,-126096.58
3.2,-126129.42
3.47,-126162.85
3.26,-126196.77
4.38,-126231.64
2.56,-126265.27
4.79,-126299.14
4.0,-126334.42
2.9,-126367.01
4.08,-126398.9
3.46,-126430.27
4.79,-126461.51
4.71,-126492.71
4.06,-126524.04
4.86,-126555.51
3.84,-126587.06
3.1,-126617.3
3.66,-126648.18
4.84,-126680.84
5.46,-126712.31
3.96,-126743.61
3.34,-126776.07
4.3,-126808.58
4.59,-126841.02
4.51,-126872.28
3.16,-126904.98
3.79,-126939.16
3.88,-126971.88
2.35,-127005.81
3.52,-127040.86
3.66,-127074.48
4.61,-127107.61
3.38,-127140.45
3.12,-127174.66
4.09,-127208.12
3.8,-127241.06
3.77,-127273.7
4.56,-127305.54
2.65,-127336.76
2.98,-127372.67
2.88,-127408.32
4.35,-127443.26
3.44,-127475.21
3.06,-127508.6
3.77,-127542.83
3.26,-127575.97
3.32,-127609.68
3.46,-127643.65
3.37,-127677.24
3.08,-127711.29
1.93,-127746.28
2.42,-127784.17
3.7,-127819.73
3.31,-127854.18
2.92,-127887.7
3.08,-127922.62
3.35,-127957.08
2.31,-127991.25
2.72,-128027.17
2.91,-128063.2
3.39,-128098.76
1.57,-128133.05
2.12,-128171.55
2.82,-128208.45
2.19,-128243.95
1.91,-128281.13
2.61,-128318.49
2.75,-128355.08
1.67,-128390.94
1.64,-128430.0
3.25,-128467.49
0.77,-128505.67
1.14,-128545.66
2.15,-128586.9
1.55,-128625.08
1.34,-128664.38
0.89,-128704.97
1.04,-128746.53
1.0,-128788.14
0.81,-128829.9
0.9,-128872.06
-0.18,-128915.42
0.42,-128959.95
0.63,-129004.36
0.46,-129047.77
0.4,-129091.42
0.77,-129135.26999999999
0.35,-129178.16
-0.32,-129222.68
0.4,-129268.57999999999
0.49,-129313.85
0.07,-129358.35
0.75,-129402.51000000001
-0.23,-129446.18
-0.12,-129492.16
-1.67,-129538.38
-1.17,-129591.48999999999
-0.69,-129642.29999999999
-1.13,-129691.15
-1.09,-129741.68
-1.59,-129792.29000000001
-1.52,-129844.98000000001
-1.76,-129897.68
-1.78,-129951.23000000001
-1.38,-130004.6
-2.85,-130058.43
-2.6,-130115.98999999999
-1.52,-130173.28
-1.66,-130226.91
-1.33,-130279.66
-2.1,-130331.79999999999
-2.32,-130386.79999999999
-2.28,-130443.29999999999
-3.15,-130499.76000000001
-2.13,-130556.5
-3.14,-130613.54999999999
-3.27,-130673.91
-2.73,-130737.15
-3.46,-130796.48999999999
-3.27,-130858.79000000001
-3.74,-130921.34
-3.55,-130985.42000000001
-4.35,-131049.57
-4.13,-131117.17
-3.03,-131183.98
-3.21,-131244.97
-4.71,-131308.03
-4.68,-131377.2
-3.57,-131447.13
-2.99,-131511.26
-3.7,-131574.19
-4.48,-131638.27
-4.8,-131707.97
-5.32,-131779.47
-3.66,-131852.56
-5.02,-131919.86
-4.84,-131991.3
-5.18,-132063.56
-5.7,-132137.38
-4.65,-132213.98
-5.61,-132285.94
-5.48,-132362.91
-5.47,-132439.48
-5.89,-132516.33
-5.79,-132595.25
-5.76,-132673.97
-6.31,-132753.02
-6.07,-132835.16
-6.29,-132916.4
-6.88,-132999.22
-8.34,-133086.17
-6.99,-133174.21
-7.66,-133263.35
-7.77,-133356.88
-7.73,-133451.93
-7.8,-133546.88
-7.15,-133642.54
-6.83,-133741.1
-8.01,-133829.35
-7.47,-133925.63
-6.54,-134017.96
-7.39,-134105.32
-8.39,-134197.36
-7.89,-134297.78
-8.48,-134395.2
-8.73,-134497.4
-8.77,-134602.17
-8.27,-134706.1
-8.51,-134801.8
-8.12,-134903.41
-8.46,-135003.35
-8.68,-135105.78
-7.44,-135208.86
-7.46,-135303.47
-8.28,-135397.4
-8.11,-135497.74
-7.77,-135597.29
-8.35,-135696.82
-8.59,-135793.42
-8.19,-135897.03
-7.77,-135997.48
-8.33,-136096.02
-8.06,-136197.46
-8.49,-136297.23
-8.53,-136400.5
-7.93,-136503.82
-8.85,-136603.56
-9.01,-136709.46
-8.78,-136813.28
-9.43,-136920.26
-9.07,-137032.88
-8.94,-137142.83
-9.32,-137251.45
-8.77,-137360.05
-8.54,-137466.94
-8.57,-137571.96
-8.85,-137677.19
-9.14,-137784.99
-8.48,-137895.5
-9.13,-138000.77
-8.01,-138109.96
-9.19,-138212.58
-9.11,-138322.88
-8.47,-138433.65
-8.22,-138538.48
-9.06,-138640.87
-8.67,-138751.09
-9.02,-138858.61
-9.13,-138968.76
-9.17,-139080.36
-8.76,-139192.36
-8.84,-139300.49
-8.38,-139408.75
-8.81,-139514.06
-9.33,-139622.75
-8.0,-139736.05
-7.95,-139837.25
-8.51,-139937.69
-7.82,-140043.29
-8.42,-140143.02
-8.78,-140248.1
-9.29,-140357.17
-8.61,-140470.06
-8.71,-140578.09
-8.15,-140686.14
-8.27,-140789.05
-7.66,-140892.79
-8.23,-140991.32
-8.91,-141095.28
-8.84,-141205.51
-9.04,-141315.85
-8.04,-141426.92
-7.5,-141529.47
-8.51,-141627.68
-9.1,-141733.99
-8.35,-141846.41
-9.09,-141952.93
-8.87,-142065.04
-8.07,-142175.39
-7.64,-142278.57
-8.3,-142378.15
-8.34,-142482.8
-8.47,-142588.46
-7.93,-142695.23
-8.47,-142797.64
-8.27,-142904.23
-7.91,-143009.24
-8.96,-143112.6
-8.22,-143223.0
-8.1,-143328.53
-7.92,-143432.28
-8.99,-143534.73
-8.39,-143646.97
-8.8,-143754.63
-9.29,-143865.93
-8.82,-143981.56
-7.38,-144092.8
-8.09,-144190.73
-8.48,-144294.91
-8.33,-144402.7
-7.97,-144509.11
-8.18,-144612.89
-6.82,-144714.92
-8.33,-144803.33
-7.65,-144907.01
-7.9,-145008.27
-7.54,-145110.22
-8.26,-145210.69
-8.62,-145316.55
-8.78,-145426.29
-8.87,-145537.93
-8.49,-145650.45
-8.8,-145760.05
-8.07,-145871.11
-7.33,-145976.04
-7.35,-146074.48
-8.2,-146173.27
-7.66,-146277.97
-7.15,-146377.01
-7.94,-146474.23
-8.15,-146577.38
-8.38,-146683.21
-8.31,-146791.38
-7.65,-146898.56
-8.14,-147000.67
-8.31,-147106.53
-8.09,-147213.91
-8.49,-147320.29
-7.86,-147429.13
-7.86,-147533.1
-6.91,-147636.36
-7.84,-147731.76
-6.92,-147834.28
-7.14,-147929.69
-7.0,-148026.26
-6.96,-148122.01
-6.92,-148217.3
-7.17,-148312.65
-7.04,-148409.52
-7.55,-148506.37
-7.55,-148606.77
-7.31,-148707.5
-7.53,-148806.83
-7.43,-148907.41
-7.66,-149007.8
-7.77,-149109.95
-7.42,-149212.85
-7.16,-149313.09
-8.11,-149412.24
-7.01,-149516.83
-7.6,-149615.24
-7.7,-149716.72
-7.65,-149819.62
-7.76,-149922.44
-7.81,-150026.19
-7.93,-150130.58
-7.61,-150235.98
-7.43,-150338.6
-7.66,-150439.48
-7.4,-150542.51
-7.17,-150643.06
-7.45,-150739.37
-8.14,-150840.71
-7.83,-150947.5
